gender,SeniorCitizen,Dependents,tenure,TenureYears,TenureGroup,PhoneService,MultipleLines,ServiceCount,InternetService,Contract,ContractMonths,Contract_Month-to-month,Contract_One year,Contract_Two year,MonthlyCharges,MonthlyChargePerService,Churn
1,0,1,72,6.0,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,104,52.0,0
0,1,0,4,0.33,0-12mo,1,0,1,0,One year,12,0,1,0,100,50.0,1
0,1,0,7,0.58,0-12mo,1,1,2,1,One year,12,0,1,0,84,28.0,0
0,0,0,47,3.92,25-48mo,1,1,2,0,Month-to-month,0,1,0,0,104,34.666666666666664,0
0,0,1,11,0.92,0-12mo,1,1,2,0,Two year,24,0,0,1,51,17.0,0
1,0,0,40,3.33,25-48mo,1,1,2,1,One year,12,0,1,0,105,35.0,1
1,1,0,40,3.33,25-48mo,1,1,2,1,One year,12,0,1,0,102,34.0,1
0,0,0,41,3.42,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,20,10.0,0
1,0,0,31,2.58,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,94,31.333333333333332,0
1,0,0,62,5.17,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,23,11.5,0
0,0,0,61,5.08,49-72mo,1,1,2,1,One year,12,0,1,0,104,34.666666666666664,0
0,0,1,67,5.58,49-72mo,0,0,0,1,Two year,24,0,0,1,36,36.0,0
0,1,0,72,6.0,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,24,8.0,0
1,0,0,62,5.17,49-72mo,0,0,0,0,Month-to-month,0,1,0,0,39,39.0,0
0,1,0,2,0.17,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,70,35.0,1
0,0,0,59,4.92,49-72mo,1,1,2,1,One year,12,0,1,0,100,33.333333333333336,0
1,0,0,4,0.33,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,56,18.666666666666668,0
1,0,0,72,6.0,49-72mo,1,0,1,1,One year,12,0,1,0,90,45.0,0
1,0,1,70,5.83,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,65,32.5,0
1,0,0,71,5.92,49-72mo,1,0,1,0,One year,12,0,1,0,24,12.0,0
1,0,1,38,3.17,25-48mo,1,0,1,1,One year,12,0,1,0,99,49.5,1
1,1,0,19,1.58,13-24mo,1,0,1,1,Two year,24,0,0,1,91,45.5,1
1,0,0,3,0.25,0-12mo,1,0,1,0,One year,12,0,1,0,70,35.0,1
0,0,1,4,0.33,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,58,19.333333333333332,0
0,0,0,4,0.33,0-12mo,1,0,1,1,One year,12,0,1,0,46,23.0,1
1,0,1,18,1.5,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,95,31.666666666666668,1
1,0,0,51,4.25,49-72mo,1,0,1,0,Two year,24,0,0,1,25,12.5,0
0,0,0,13,1.08,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,85,42.5,1
1,0,0,3,0.25,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,80,26.666666666666668,0
0,1,0,10,0.83,0-12mo,1,0,1,0,Two year,24,0,0,1,85,42.5,1
1,0,0,61,5.08,49-72mo,1,0,1,0,Two year,24,0,0,1,99,49.5,0
1,0,0,12,1.0,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
1,0,1,31,2.58,25-48mo,0,0,0,1,Month-to-month,0,1,0,0,35,35.0,1
1,0,0,1,0.08,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
1,0,0,72,6.0,49-72mo,0,0,0,0,One year,12,0,1,0,66,66.0,0
1,1,0,14,1.17,13-24mo,1,1,2,1,Two year,24,0,0,1,90,30.0,1
1,0,0,11,0.92,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,80,26.666666666666668,1
1,1,1,56,4.67,49-72mo,1,1,2,1,Two year,24,0,0,1,95,31.666666666666668,0
1,0,0,31,2.58,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,81,27.0,0
1,0,0,4,0.33,0-12mo,1,1,2,1,One year,12,0,1,0,20,6.666666666666667,0
1,1,0,21,1.75,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,65,21.666666666666668,0
0,0,1,22,1.83,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,21,7.0,0
1,0,1,1,0.08,0-12mo,1,1,2,1,Two year,24,0,0,1,70,23.333333333333332,1
1,1,0,23,1.92,13-24mo,1,1,2,0,One year,12,0,1,0,90,30.0,0
0,0,0,29,2.42,25-48mo,0,0,0,0,Month-to-month,0,1,0,0,40,40.0,0
1,1,0,47,3.92,25-48mo,1,0,1,0,One year,12,0,1,0,60,30.0,0
0,1,0,65,5.42,49-72mo,1,1,2,1,One year,12,0,1,0,109,36.333333333333336,0
0,0,0,1,0.08,0-12mo,0,0,0,0,One year,12,0,1,0,30,30.0,0
1,0,1,8,0.67,0-12mo,1,0,1,0,One year,12,0,1,0,54,27.0,0
0,0,1,24,2.0,13-24mo,1,1,2,0,Two year,24,0,0,1,83,27.666666666666668,0
1,1,0,9,0.75,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,84,42.0,1
1,1,0,5,0.42,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,50,25.0,1
0,1,0,25,2.08,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,90,45.0,1
0,0,0,2,0.17,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,69,23.0,1
0,0,1,6,0.5,0-12mo,1,0,1,0,Two year,24,0,0,1,20,10.0,0
1,0,1,41,3.42,25-48mo,1,1,2,1,One year,12,0,1,0,20,6.666666666666667,0
0,0,0,11,0.92,0-12mo,1,1,2,0,Month-to-month,0,1,0,0,45,15.0,0
0,1,0,29,2.42,25-48mo,1,0,1,0,One year,12,0,1,0,99,49.5,1
0,0,1,30,2.5,25-48mo,1,0,1,1,Month-to-month,0,1,0,0,20,10.0,0
0,0,1,72,6.0,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,116,38.666666666666664,0
1,0,1,70,5.83,49-72mo,1,1,2,0,Two year,24,0,0,1,98,32.666666666666664,0
0,0,0,25,2.08,25-48mo,1,1,2,0,One year,12,0,1,0,54,18.0,0
0,0,1,12,1.0,0-12mo,0,0,0,0,Two year,24,0,0,1,29,29.0,1
0,0,0,12,1.0,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
0,0,0,63,5.25,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,108,54.0,1
0,0,0,47,3.92,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,99,49.5,1
1,0,0,72,6.0,49-72mo,1,0,1,0,Two year,24,0,0,1,99,49.5,0
0,0,0,18,1.5,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,50,25.0,0
0,0,0,71,5.92,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,85,42.5,0
1,0,0,1,0.08,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,75,37.5,1
1,0,1,42,3.5,25-48mo,1,1,2,1,One year,12,0,1,0,54,18.0,0
0,0,0,19,1.58,13-24mo,1,0,1,0,Two year,24,0,0,1,89,44.5,0
1,0,1,72,6.0,49-72mo,1,1,2,1,One year,12,0,1,0,105,35.0,0
0,0,0,70,5.83,49-72mo,1,0,1,0,One year,12,0,1,0,114,57.0,0
0,1,1,56,4.67,49-72mo,1,1,2,1,One year,12,0,1,0,73,24.333333333333332,0
0,0,0,46,3.83,25-48mo,0,0,0,1,Two year,24,0,0,1,46,46.0,0
0,0,0,2,0.17,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
0,0,1,72,6.0,49-72mo,1,0,1,0,One year,12,0,1,0,108,54.0,0
1,1,0,69,5.75,49-72mo,1,0,1,0,Two year,24,0,0,1,85,42.5,0
0,0,0,1,0.08,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
0,0,0,53,4.42,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,21,7.0,1
0,0,0,29,2.42,25-48mo,1,0,1,1,Month-to-month,0,1,0,0,20,10.0,0
1,0,0,35,2.92,25-48mo,0,0,0,1,Month-to-month,0,1,0,0,49,49.0,0
1,0,0,9,0.75,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,88,44.0,0
1,0,0,19,1.58,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,89,44.5,0
0,0,0,61,5.08,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,115,57.5,0
1,0,0,8,0.67,0-12mo,1,0,1,0,Two year,24,0,0,1,55,27.5,0
0,0,0,29,2.42,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,101,33.666666666666664,0
1,0,0,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,108,54.0,0
1,0,1,1,0.08,0-12mo,1,0,1,0,Two year,24,0,0,1,100,50.0,1
0,0,0,7,0.58,0-12mo,1,0,1,0,Two year,24,0,0,1,67,33.5,0
1,0,0,16,1.33,13-24mo,1,1,2,0,Month-to-month,0,1,0,0,49,16.333333333333332,0
1,0,1,21,1.75,13-24mo,0,0,0,0,Month-to-month,0,1,0,0,26,26.0,0
0,0,0,7,0.58,0-12mo,0,0,0,0,Month-to-month,0,1,0,0,40,40.0,1
1,1,0,7,0.58,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,90,45.0,1
1,0,1,32,2.67,25-48mo,1,0,1,0,Two year,24,0,0,1,91,45.5,0
1,0,0,67,5.58,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,116,58.0,1
0,0,1,67,5.58,49-72mo,1,1,2,1,One year,12,0,1,0,109,36.333333333333336,0
1,0,0,24,2.0,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,55,27.5,0
1,0,0,17,1.42,13-24mo,1,0,1,0,Two year,24,0,0,1,21,10.5,0
1,0,0,24,2.0,13-24mo,1,1,2,1,Two year,24,0,0,1,50,16.666666666666668,0
1,0,0,28,2.33,25-48mo,1,0,1,0,Two year,24,0,0,1,97,48.5,0
0,1,0,38,3.17,25-48mo,1,0,1,1,One year,12,0,1,0,95,47.5,0
0,0,1,38,3.17,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,80,40.0,1
1,0,0,1,0.08,0-12mo,1,1,2,1,One year,12,0,1,0,79,26.333333333333332,1
1,0,1,72,6.0,49-72mo,1,1,2,0,One year,12,0,1,0,103,34.333333333333336,1
0,0,0,8,0.67,0-12mo,1,0,1,0,One year,12,0,1,0,101,50.5,1
1,1,0,62,5.17,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,90,45.0,0
1,0,0,67,5.58,49-72mo,1,0,1,0,Two year,24,0,0,1,88,44.0,0
0,0,1,18,1.5,13-24mo,1,1,2,0,One year,12,0,1,0,20,6.666666666666667,0
1,0,0,2,0.17,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,64,32.0,0
1,0,1,33,2.75,25-48mo,0,0,0,1,Month-to-month,0,1,0,0,34,34.0,0
0,0,0,71,5.92,49-72mo,1,0,1,0,Two year,24,0,0,1,24,12.0,0
0,0,0,7,0.58,0-12mo,1,0,1,0,One year,12,0,1,0,21,10.5,0
1,0,0,5,0.42,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,70,35.0,1
0,0,1,17,1.42,13-24mo,1,1,2,1,Two year,24,0,0,1,93,31.0,0
1,0,0,12,1.0,0-12mo,1,0,1,1,One year,12,0,1,0,20,10.0,0
0,1,0,50,4.17,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,109,54.5,0
1,0,0,45,3.75,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,51,25.5,0
1,0,0,56,4.67,49-72mo,1,0,1,0,Two year,24,0,0,1,99,49.5,0
0,0,1,59,4.92,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,76,25.333333333333332,0
1,0,0,1,0.08,0-12mo,1,1,2,0,One year,12,0,1,0,87,29.0,1
1,0,0,1,0.08,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,81,27.0,1
1,0,1,67,5.58,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,90,45.0,0
1,0,1,39,3.25,25-48mo,0,0,0,0,Two year,24,0,0,1,45,45.0,0
0,0,1,36,3.0,25-48mo,1,0,1,0,Two year,24,0,0,1,93,46.5,0
0,0,1,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,70,35.0,0
1,1,0,66,5.5,49-72mo,1,1,2,0,Two year,24,0,0,1,100,33.333333333333336,1
0,0,0,9,0.75,0-12mo,1,1,2,1,Two year,24,0,0,1,20,6.666666666666667,0
0,0,0,68,5.67,49-72mo,1,0,1,0,One year,12,0,1,0,26,13.0,0
1,0,0,7,0.58,0-12mo,1,1,2,1,Two year,24,0,0,1,24,8.0,0
1,0,0,1,0.08,0-12mo,1,1,2,0,Two year,24,0,0,1,20,6.666666666666667,0
1,0,0,4,0.33,0-12mo,1,0,1,1,One year,12,0,1,0,50,25.0,1
1,0,0,39,3.25,25-48mo,1,0,1,1,Month-to-month,0,1,0,0,73,36.5,0
0,0,1,7,0.58,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,21,10.5,0
1,1,0,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,84,42.0,0
1,1,0,46,3.83,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,101,33.666666666666664,1
1,0,1,61,5.08,49-72mo,1,0,1,0,One year,12,0,1,0,98,49.0,0
1,0,0,20,1.67,13-24mo,1,0,1,0,Two year,24,0,0,1,20,10.0,0
1,0,0,43,3.58,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,100,50.0,1
1,0,1,62,5.17,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,21,10.5,0
0,0,1,69,5.75,49-72mo,0,0,0,1,Month-to-month,0,1,0,0,46,46.0,0
1,0,1,2,0.17,0-12mo,1,0,1,0,One year,12,0,1,0,61,30.5,0
1,1,0,32,2.67,25-48mo,1,1,2,0,Two year,24,0,0,1,81,27.0,0
1,0,0,10,0.83,0-12mo,1,1,2,0,Two year,24,0,0,1,104,34.666666666666664,1
1,0,1,68,5.67,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,100,33.333333333333336,0
1,0,0,13,1.08,13-24mo,1,0,1,0,Two year,24,0,0,1,75,37.5,1
1,0,0,2,0.17,0-12mo,1,0,1,0,Two year,24,0,0,1,54,27.0,1
1,0,0,34,2.83,25-48mo,1,1,2,0,Two year,24,0,0,1,26,8.666666666666666,0
0,0,1,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,90,45.0,0
1,0,0,64,5.33,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,105,52.5,0
1,0,1,60,5.0,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,21,7.0,0
0,0,0,3,0.25,0-12mo,1,1,2,1,One year,12,0,1,0,65,21.666666666666668,0
0,0,0,2,0.17,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,70,23.333333333333332,0
0,0,0,65,5.42,49-72mo,1,0,1,1,Two year,24,0,0,1,96,48.0,0
1,0,1,50,4.17,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,25,8.333333333333334,0
0,0,0,63,5.25,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,81,40.5,0
0,1,0,60,5.0,49-72mo,1,1,2,0,One year,12,0,1,0,89,29.666666666666668,0
0,0,0,22,1.83,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,26,13.0,0
0,1,0,8,0.67,0-12mo,1,1,2,0,Two year,24,0,0,1,81,27.0,1
0,0,0,23,1.92,13-24mo,1,1,2,1,One year,12,0,1,0,74,24.666666666666668,0
1,0,0,4,0.33,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,74,37.0,1
1,1,0,2,0.17,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,19,6.333333333333333,0
0,0,1,20,1.67,13-24mo,1,0,1,0,One year,12,0,1,0,20,10.0,0
0,0,1,0,0.0,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,81,27.0,0
0,0,1,2,0.17,0-12mo,1,1,2,0,Month-to-month,0,1,0,0,20,6.666666666666667,1
0,0,0,62,5.17,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,26,8.666666666666666,0
0,1,0,14,1.17,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,80,40.0,0
0,0,0,56,4.67,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,20,10.0,0
0,1,0,34,2.83,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,94,47.0,1
1,0,0,63,5.25,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,90,45.0,0
0,0,1,49,4.08,49-72mo,0,0,0,1,Month-to-month,0,1,0,0,36,36.0,0
1,0,0,34,2.83,25-48mo,1,0,1,0,One year,12,0,1,0,101,50.5,0
1,0,0,1,0.08,0-12mo,1,0,1,0,Two year,24,0,0,1,44,22.0,0
1,0,1,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,91,45.5,0
1,0,1,13,1.08,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,50,16.666666666666668,0
0,0,1,68,5.67,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,83,41.5,1
0,0,0,4,0.33,0-12mo,1,0,1,0,One year,12,0,1,0,70,35.0,1
1,0,0,18,1.5,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,55,27.5,0
1,0,0,19,1.58,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,100,50.0,1
0,1,0,40,3.33,25-48mo,1,0,1,0,One year,12,0,1,0,79,39.5,1
0,0,1,14,1.17,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,20,10.0,0
0,0,0,46,3.83,25-48mo,1,0,1,0,Two year,24,0,0,1,45,22.5,0
1,0,0,1,0.08,0-12mo,1,0,1,0,Two year,24,0,0,1,85,42.5,1
0,0,0,8,0.67,0-12mo,1,1,2,0,Month-to-month,0,1,0,0,65,21.666666666666668,0
1,0,1,23,1.92,13-24mo,1,0,1,1,One year,12,0,1,0,60,30.0,0
0,1,0,56,4.67,49-72mo,1,1,2,1,One year,12,0,1,0,73,24.333333333333332,0
1,0,0,3,0.25,0-12mo,1,1,2,1,Two year,24,0,0,1,84,28.0,0
0,0,0,55,4.58,49-72mo,1,0,1,0,Two year,24,0,0,1,65,32.5,0
1,0,0,4,0.33,0-12mo,1,1,2,0,Two year,24,0,0,1,49,16.333333333333332,0
0,0,1,72,6.0,49-72mo,0,0,0,1,Month-to-month,0,1,0,0,65,65.0,0
0,0,0,17,1.42,13-24mo,1,0,1,1,Two year,24,0,0,1,19,9.5,0
0,0,1,65,5.42,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,99,49.5,0
1,0,0,1,0.08,0-12mo,1,1,2,1,One year,12,0,1,0,20,6.666666666666667,1
0,0,0,52,4.33,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,80,40.0,0
1,0,0,25,2.08,25-48mo,1,1,2,1,One year,12,0,1,0,20,6.666666666666667,0
0,0,0,58,4.83,49-72mo,1,1,2,0,Month-to-month,0,1,0,0,94,31.333333333333332,0
0,0,0,71,5.92,49-72mo,0,0,0,1,One year,12,0,1,0,48,48.0,0
1,0,0,3,0.25,0-12mo,1,0,1,0,Two year,24,0,0,1,74,37.0,0
1,0,1,17,1.42,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,67,22.333333333333332,0
1,0,0,1,0.08,0-12mo,1,1,2,1,Two year,24,0,0,1,70,23.333333333333332,0
1,0,0,17,1.42,13-24mo,1,1,2,1,Two year,24,0,0,1,80,26.666666666666668,0
0,0,1,13,1.08,13-24mo,1,0,1,0,Two year,24,0,0,1,54,27.0,0
0,1,0,1,0.08,0-12mo,1,0,1,0,Two year,24,0,0,1,70,35.0,1
1,0,0,29,2.42,25-48mo,1,0,1,1,Month-to-month,0,1,0,0,59,29.5,0
0,0,0,57,4.75,49-72mo,1,1,2,1,Two year,24,0,0,1,113,37.666666666666664,1
0,0,0,12,1.0,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,51,17.0,0
1,1,0,13,1.08,13-24mo,1,1,2,0,Two year,24,0,0,1,90,30.0,1
1,0,0,53,4.42,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,25,8.333333333333334,0
1,0,0,57,4.75,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,60,30.0,0
0,1,0,65,5.42,49-72mo,1,1,2,0,Two year,24,0,0,1,106,35.333333333333336,1
0,0,0,4,0.33,0-12mo,1,1,2,0,Month-to-month,0,1,0,0,60,20.0,1
0,1,0,13,1.08,13-24mo,1,0,1,0,One year,12,0,1,0,55,27.5,0
0,0,1,8,0.67,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,19,9.5,0
0,0,0,60,5.0,49-72mo,1,0,1,1,One year,12,0,1,0,106,53.0,0
0,0,0,15,1.25,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,88,29.333333333333332,1
0,0,0,1,0.08,0-12mo,1,0,1,1,One year,12,0,1,0,70,35.0,1
0,0,0,4,0.33,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,20,10.0,0
1,0,1,34,2.83,25-48mo,0,0,0,0,Month-to-month,0,1,0,0,30,30.0,0
1,0,1,1,0.08,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,45,22.5,0
0,1,0,35,2.92,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,108,36.0,0
1,0,1,2,0.17,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,55,27.5,0
0,0,1,34,2.83,25-48mo,1,1,2,0,Two year,24,0,0,1,21,7.0,0
1,0,0,15,1.25,13-24mo,1,1,2,0,Two year,24,0,0,1,20,6.666666666666667,0
0,0,0,42,3.5,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,66,33.0,0
0,0,0,70,5.83,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,20,6.666666666666667,0
1,0,1,34,2.83,25-48mo,1,1,2,1,Two year,24,0,0,1,79,26.333333333333332,0
1,0,0,1,0.08,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,20,10.0,1
1,1,0,42,3.5,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,79,39.5,0
0,0,0,1,0.08,0-12mo,1,1,2,1,One year,12,0,1,0,19,6.333333333333333,0
0,0,1,57,4.75,49-72mo,1,0,1,1,Two year,24,0,0,1,53,26.5,0
0,0,0,14,1.17,13-24mo,1,1,2,1,Month-to-month,0,1,0,0,65,21.666666666666668,1
1,0,0,10,0.83,0-12mo,1,1,2,1,One year,12,0,1,0,57,19.0,0
0,0,0,22,1.83,13-24mo,1,0,1,0,One year,12,0,1,0,65,32.5,0
0,0,0,15,1.25,13-24mo,1,0,1,0,Two year,24,0,0,1,20,10.0,1
1,0,0,60,5.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,24,12.0,0
1,1,0,9,0.75,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,99,49.5,1
1,0,0,59,4.92,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,61,30.5,0
1,0,0,34,2.83,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,106,53.0,1
0,0,0,1,0.08,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,100,50.0,1
0,0,0,48,4.0,25-48mo,1,0,1,1,Month-to-month,0,1,0,0,97,48.5,0
1,0,1,71,5.92,49-72mo,1,0,1,0,Two year,24,0,0,1,90,45.0,0
0,0,1,71,5.92,49-72mo,0,0,0,0,Two year,24,0,0,1,60,60.0,0
0,0,0,9,0.75,0-12mo,1,1,2,0,One year,12,0,1,0,44,14.666666666666666,1
0,0,0,10,0.83,0-12mo,1,0,1,0,Month-to-month,0,1,0,0,24,12.0,0
0,0,0,72,6.0,49-72mo,1,0,1,0,Two year,24,0,0,1,115,57.5,0
1,0,0,3,0.25,0-12mo,0,0,0,0,One year,12,0,1,0,30,30.0,0
1,0,0,57,4.75,49-72mo,0,0,0,0,One year,12,0,1,0,54,54.0,0
0,0,0,35,2.92,25-48mo,1,1,2,1,One year,12,0,1,0,57,19.0,0
1,0,0,50,4.17,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,70,35.0,0
1,0,0,9,0.75,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,86,43.0,0
1,0,1,12,1.0,0-12mo,1,0,1,1,Two year,24,0,0,1,49,24.5,0
1,1,0,60,5.0,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,98,32.666666666666664,0
1,0,0,46,3.83,25-48mo,0,0,0,0,Month-to-month,0,1,0,0,30,30.0,1
0,0,0,12,1.0,0-12mo,0,0,0,0,Month-to-month,0,1,0,0,34,34.0,0
0,0,0,11,0.92,0-12mo,1,1,2,1,Month-to-month,0,1,0,0,54,18.0,0
1,0,0,39,3.25,25-48mo,0,0,0,0,Month-to-month,0,1,0,0,41,41.0,0
1,0,1,50,4.17,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,104,52.0,1
0,0,0,19,1.58,13-24mo,1,1,2,0,Two year,24,0,0,1,87,29.0,0
1,0,1,72,6.0,49-72mo,1,0,1,1,Two year,24,0,0,1,105,52.5,0
1,1,0,7,0.58,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,96,48.0,1
1,0,0,37,3.08,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,67,33.5,0
1,0,1,31,2.58,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,26,8.666666666666666,0
0,0,0,1,0.08,0-12mo,1,0,1,0,One year,12,0,1,0,70,35.0,1
0,1,0,72,6.0,49-72mo,1,1,2,1,Month-to-month,0,1,0,0,112,37.333333333333336,0
0,0,1,32,2.67,25-48mo,1,1,2,1,Two year,24,0,0,1,61,20.333333333333332,0
1,0,0,46,3.83,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,73,36.5,0
0,0,0,27,2.25,25-48mo,1,1,2,0,Two year,24,0,0,1,96,32.0,0
1,0,1,69,5.75,49-72mo,1,0,1,0,One year,12,0,1,0,21,10.5,0
0,1,0,4,0.33,0-12mo,1,1,2,1,One year,12,0,1,0,89,29.666666666666668,1
1,0,0,14,1.17,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,93,46.5,0
0,0,0,32,2.67,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,20,10.0,0
1,0,0,67,5.58,49-72mo,1,0,1,0,Month-to-month,0,1,0,0,19,9.5,0
0,0,0,1,0.08,0-12mo,1,1,2,0,Two year,24,0,0,1,20,6.666666666666667,0
1,0,0,43,3.58,25-48mo,1,1,2,1,Month-to-month,0,1,0,0,91,30.333333333333332,0
1,0,0,21,1.75,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,20,10.0,0
1,0,0,2,0.17,0-12mo,1,0,1,1,Month-to-month,0,1,0,0,49,24.5,0
0,0,0,12,1.0,0-12mo,0,0,0,0,Two year,24,0,0,1,50,50.0,0
0,0,0,28,2.33,25-48mo,0,0,0,0,One year,12,0,1,0,36,36.0,0
0,1,0,30,2.5,25-48mo,1,0,1,0,Month-to-month,0,1,0,0,104,52.0,0
1,0,0,16,1.33,13-24mo,1,0,1,1,Month-to-month,0,1,0,0,89,44.5,1
1,0,1,31,2.58,25-48mo,1,0,1,0,Two year,24,0,0,1,79,39.5,1
0,0,1,14,1.17,13-24mo,1,0,1,0,Month-to-month,0,1,0,0,59,29.5,0
0,1,0,72,6.0,49-72mo,1,0,1,1,Month-to-month,0,1,0,0,110,55.0,0
0,0,1,53,4.42,49-72mo,1,0,1,0,One year,12,0,1,0,21,10.5,0
1,0,0,68,5.67,49-72mo,0,0,0,1,One year,12,0,1,0,40,40.0,0
0,0,0,50,4.17,49-72mo,1,0,1,0,One year,12,0,1,0,90,45.0,0
